,Match_ID,Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Match_Winner,Weather,Match_Loser
538,1662,D2,2011,2011-09-30,Aachen,Frankfurt FSV,1,3,A,Frankfurt FSV,clear,Aachen
539,1326,D1,2011,2012-02-19,Hannover,Stuttgart,4,2,H,Hannover,rain,Stuttgart
540,1386,D2,2011,2012-02-19,Aachen,Hansa Rostock,0,0,D,Draw,rain,Draw
541,1472,D1,2011,2012-02-19,Schalke 04,Wolfsburg,4,0,H,Schalke 04,rain,Wolfsburg
542,1531,D2,2011,2012-02-19,Ingolstadt,Greuther Furth,0,0,D,Draw,rain,Draw
543,1698,D2,2011,2012-02-19,Munich 1860,Fortuna Dusseldorf,2,1,H,Munich 1860,rain,Fortuna Dusseldorf
544,1334,D1,2011,2012-04-13,Stuttgart,Werder Bremen,4,1,H,Stuttgart,partly-cloudy-day,Werder Bremen
545,1450,D2,2011,2012-04-13,Greuther Furth,St Pauli,2,1,H,Greuther Furth,partly-cloudy-day,St Pauli
546,1581,D2,2011,2012-04-13,Union Berlin,Braunschweig,1,0,H,Union Berlin,partly-cloudy-day,Braunschweig
547,1668,D2,2011,2012-04-13,Hansa Rostock,Frankfurt FSV,0,5,A,Frankfurt FSV,partly-cloudy-day,Hansa Rostock
548,1342,D1,2011,2011-10-21,Augsburg,Werder Bremen,1,1,D,Draw,partly-cloudy-day,Draw
549,1352,D2,2011,2011-10-21,Karlsruhe,Bochum,0,0,D,Draw,partly-cloudy-day,Draw
550,1381,D2,2011,2011-10-21,Fortuna Dusseldorf,Hansa Rostock,2,0,H,Fortuna Dusseldorf,partly-cloudy-day,Hansa Rostock
551,1616,D2,2011,2011-10-21,Munich 1860,Paderborn,1,1,D,Draw,partly-cloudy-day,Draw
552,1343,D1,2011,2011-08-14,Leverkusen,Werder Bremen,1,0,H,Leverkusen,rain,Werder Bremen
553,1385,D2,2011,2011-08-14,Duisburg,Hansa Rostock,0,0,D,Draw,rain,Draw
554,1590,D2,2011,2011-08-14,Munich 1860,Erzgebirge Aue,4,0,H,Munich 1860,rain,Erzgebirge Aue
555,1633,D1,2011,2011-08-14,Kaiserslautern,Augsburg,1,1,D,Draw,rain,Draw
556,1660,D2,2011,2011-08-14,Ingolstadt,Frankfurt FSV,1,1,D,Draw,rain,Draw
557,1349,D2,2011,2011-09-12,Dresden,Bochum,2,1,H,Dresden,rain,Bochum
558,1360,D2,2011,2011-07-18,Fortuna Dusseldorf,Bochum,2,0,H,Fortuna Dusseldorf,rain,Bochum
559,1362,D2,2011,2011-08-08,Hansa Rostock,Bochum,0,0,D,Draw,rain,Draw
560,1390,D2,2011,2011-07-24,Dresden,Hansa Rostock,1,1,D,Draw,partly-cloudy-day,Draw
561,1574,D2,2011,2011-07-24,Aachen,Braunschweig,0,2,A,Braunschweig,partly-cloudy-day,Aachen
562,1699,D2,2011,2011-07-24,Paderborn,Fortuna Dusseldorf,1,1,D,Draw,partly-cloudy-day,Draw
563,1424,D1,2011,2011-12-13,FC Koln,Mainz,1,1,D,Draw,rain,Draw
564,1427,D1,2011,2011-08-28,Hannover,Mainz,1,1,D,Draw,partly-cloudy-day,Draw
565,1462,D2,2011,2011-08-28,Braunschweig,St Pauli,1,0,H,Braunschweig,partly-cloudy-day,St Pauli
566,1486,D1,2011,2011-08-28,Schalke 04,M'gladbach,1,0,H,Schalke 04,partly-cloudy-day,M'gladbach
567,1566,D2,2011,2011-08-28,Munich 1860,Union Berlin,3,1,H,Munich 1860,partly-cloudy-day,Union Berlin
568,1608,D2,2011,2011-08-28,Ein Frankfurt,Paderborn,0,0,D,Draw,partly-cloudy-day,Draw
569,1439,D2,2011,2011-08-19,Fortuna Dusseldorf,Munich 1860,3,1,H,Fortuna Dusseldorf,partly-cloudy-day,Munich 1860
570,1477,D1,2011,2011-08-19,M'gladbach,Wolfsburg,4,1,H,M'gladbach,partly-cloudy-day,Wolfsburg
571,1535,D2,2011,2011-08-19,Hansa Rostock,Aachen,0,0,D,Draw,partly-cloudy-day,Draw
572,1674,D2,2011,2011-08-19,Greuther Furth,Ingolstadt,3,0,H,Greuther Furth,partly-cloudy-day,Ingolstadt
573,1440,D2,2011,2012-03-14,Erzgebirge Aue,Munich 1860,0,0,D,Draw,partly-cloudy-day,Draw
574,1449,D2,2011,2011-08-12,Bochum,St Pauli,1,2,A,St Pauli,rain,Bochum
575,1563,D2,2011,2011-08-12,Dresden,Union Berlin,4,0,H,Dresden,rain,Union Berlin
576,1584,D2,2011,2011-08-12,Karlsruhe,Braunschweig,1,3,A,Braunschweig,rain,Karlsruhe
577,1452,D2,2011,2012-03-05,Munich 1860,St Pauli,1,1,D,Draw,clear,Draw
578,1453,D2,2011,2011-12-02,Paderborn,St Pauli,1,1,D,Draw,rain,Draw
579,1513,D2,2011,2011-12-02,Union Berlin,Cottbus,1,0,H,Union Berlin,rain,Cottbus
580,1582,D2,2011,2011-12-02,Ingolstadt,Braunschweig,0,1,A,Braunschweig,rain,Ingolstadt
581,1640,D1,2011,2011-12-02,Leverkusen,Hoffenheim,2,0,H,Leverkusen,rain,Hoffenheim
582,1458,D2,2011,2011-09-19,Karlsruhe,St Pauli,0,2,A,St Pauli,rain,Karlsruhe
583,1463,D2,2011,2011-07-25,Ein Frankfurt,St Pauli,1,1,D,Draw,partly-cloudy-day,Draw
584,1464,D2,2011,2012-04-02,Fortuna Dusseldorf,St Pauli,0,0,D,Draw,rain,Draw
585,1500,D2,2011,2012-02-06,Munich 1860,Cottbus,2,0,H,Munich 1860,clear,Cottbus
586,1504,D2,2011,2011-11-21,Bochum,Cottbus,0,1,A,Cottbus,clear,Bochum
587,1505,D2,2011,2011-07-22,Duisburg,Cottbus,1,2,A,Cottbus,rain,Duisburg
588,1596,D2,2011,2011-07-22,Ingolstadt,Erzgebirge Aue,0,0,D,Draw,rain,Draw
589,1667,D2,2011,2011-07-22,Bochum,Frankfurt FSV,1,0,H,Bochum,rain,Frankfurt FSV
590,1508,D2,2011,2011-08-29,Erzgebirge Aue,Cottbus,0,0,D,Draw,partly-cloudy-day,Draw
591,1509,D2,2011,2012-04-05,Greuther Furth,Cottbus,3,0,H,Greuther Furth,partly-cloudy-day,Cottbus
592,1585,D2,2011,2012-04-05,Union Berlin,Erzgebirge Aue,1,0,H,Union Berlin,partly-cloudy-day,Erzgebirge Aue
593,1692,D2,2011,2012-04-05,Hansa Rostock,Fortuna Dusseldorf,2,1,H,Hansa Rostock,partly-cloudy-day,Fortuna Dusseldorf
594,1521,D2,2011,2011-11-28,Fortuna Dusseldorf,Greuther Furth,2,1,H,Fortuna Dusseldorf,partly-cloudy-day,Greuther Furth
595,1532,D2,2011,2011-12-12,Ein Frankfurt,Greuther Furth,0,0,D,Draw,rain,Draw
596,1534,D2,2011,2011-11-20,Ein Frankfurt,Aachen,4,3,H,Ein Frankfurt,clear,Aachen
597,1597,D2,2011,2011-11-20,Dresden,Erzgebirge Aue,1,2,A,Erzgebirge Aue,clear,Dresden
598,1621,D1,2011,2011-11-20,Stuttgart,Augsburg,2,1,H,Stuttgart,clear,Augsburg
599,1636,D1,2011,2011-11-20,Hamburg,Hoffenheim,2,0,H,Hamburg,clear,Hoffenheim
600,1655,D2,2011,2011-11-20,Greuther Furth,Frankfurt FSV,4,0,H,Greuther Furth,clear,Frankfurt FSV
601,1544,D2,2011,2012-02-27,Fortuna Dusseldorf,Aachen,0,0,D,Draw,rain,Draw
602,1550,D2,2011,2011-07-16,Erzgebirge Aue,Aachen,1,0,H,Erzgebirge Aue,clear,Aachen
603,1678,D2,2011,2011-07-16,St Pauli,Ingolstadt,2,0,H,St Pauli,clear,Ingolstadt
604,1577,D2,2011,2011-10-31,Greuther Furth,Braunschweig,1,3,A,Braunschweig,partly-cloudy-day,Greuther Furth
605,1583,D2,2011,2012-02-20,Erzgebirge Aue,Braunschweig,1,1,D,Draw,partly-cloudy-day,Draw
606,1688,D2,2011,2011-10-17,St Pauli,Fortuna Dusseldorf,1,3,A,Fortuna Dusseldorf,clear,St Pauli
607,1689,D2,2011,2011-12-05,Duisburg,Fortuna Dusseldorf,0,2,A,Fortuna Dusseldorf,partly-cloudy-day,Duisburg
608,1690,D2,2011,2012-04-16,Dresden,Fortuna Dusseldorf,2,1,H,Dresden,clear,Fortuna Dusseldorf
609,1694,D2,2011,2011-10-03,Braunschweig,Fortuna Dusseldorf,1,1,D,Draw,clear,Draw
610,1696,D2,2011,2012-03-19,Cottbus,Fortuna Dusseldorf,1,1,D,Draw,partly-cloudy-day,Draw
611,1701,D2,2011,2011-08-15,Ein Frankfurt,Fortuna Dusseldorf,1,1,D,Draw,rain,Draw
